1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500
0.987369062001,1.11505656523,1.39965302906,1.28500908014,1.9791749555,2.04329932918,3.19577593841,1.04891551218,1.88338240019,1.26460653178,1.99340481374,1.05527786711,1.07173669912,1.29495623488,1.10246222958,1.3252779778,0.582659769986,1.47788641315,1.517795983,1.08863762921,1.49931351111,1.22233417753,2.00637511533,1.0698600443,0.825575152124,1.26611074339,,,,1.38714079615,1.48125129214,1.54444504405,,1.04816411037,,1.49039591004,1.10747528779,1.27526075619,1.24694214876,1.03021487796,1.03485644689,1.08274382981,1.09254967479,2.21613665728,0.935712638178,1.20895102828,1.24344240859,,1.99818694396,1.07048197121,1.12607614039,2.26323238569,1.51810724681,1.64456551542,1.18970275999,1.11271597441,2.61132730414,1.62339105084,2.32773884531,1.18794355105,1.92318643247,1.22279277078,2.03767031832,1.60664347326,1.14437094636,0.844087381074,1.08645378151,1.91587790842,2.0619806611,1.102787966,1.09981961579,1.60252231165,2.13568606691,1.24673782808,1.86040319972,1.48094059766,0.623715301079,2.81556973523,0.837268803734,,1.13231426974,2.39754939754,1.14399224225,1.00203286482,1.60942524755,1.23088378428,0.901425207996,,1.14406547335,,1.19325284198,1.18290835149,1.6252564521,1.30446600114,1.51329939598,1.61909059667,1.53895106275,1.30143853665,1.10739757231,0.781213933627,1.17356816348,1.02958447864,1.30502335398,,1.30067730279,,0.841953210849,1.3594892953,1.03594567143,1.79080898883,,1.87146751803,,,0.919559068801,,1.30996053516,1.17937385738,0.827139447665,1.34023902176,1.02398628948,1.00643500644,1.63242223153,1.00998041377,,1.40724240477,,0.840212585549,,0.856290132946,1.80175879291,1.51256281407,1.14876268992,1.5674569877,1.16390666492,1.3964861336,1.9821855725,1.13740778432,,2.53918375174,1.03436279765,1.25582909195,1.25119015492,1.37700665139,1.14080178626,0.985416915171,0.893617021277,1.0249651169,2.0346594588,,1.12501959894,1.14854647294,2.18518758641,0.775950395393,1.40231848042,1.2797773016,,1.47605155348,1.77031675782,,1.56718556712,1.16848104881,2.12549598945,1.51859063852,1.69416314903,0.774403032621,1.52212812993,1.30821256039,0.894335722392,1.03663003663,,,1.0451983857,2.08352458072,0.840950639854,2.25820772857,1.83011824359,1.29786051338,1.29619802966,1.88046643227,1.04086522059,,2.20404754447,1.22822270322,1.18370020964,1.89462457631,1.08335742238,1.4963983811,2.01211001945,1.28001229145,2.77916922819,,1.07661492238,1.30241877786,1.29018092393,1.91183044945,1.77350482375,1.03110896456,1.23222947392,2.01321471718,1.75480018725,0.96891155655,1.31016427106,1.28234151716,1.05526441162,1.73848115947,,1.1112173617,1.15049029441,1.39668624578,0.99678079782,1.28193832599,,0.958242696259,,1.34112059024,1.08322881092,,1.02712031558,1.48100246204,1.86682428944,1.65261286264,1.2634477649,,1.24918711074,1.26999415913,1.79273394246,,2.32877941968,1.19478827362,0.968729630994,1.90594696438,0.966804771494,2.4109747048,1.11516181287,0.840220442358,1.04693417171,1.10915519516,1.1263833042,,1.75993569663,1.03663003663,1.26249138673,1.37840707965,1.85237868663,0.9014360066,1.2,1.04833468362,1.64995442115,1.2785883075,,2.36279575324,2.71468881077,2.03466117467,1.19805735042,1.44546308694,3.80525614656,0.866330501424,1.80389415399,0.994778067885,1.34219094048,,3.12193104614,0.978108861832,0.97079512404,,,1.54481566273,1.60353420802,1.08922492987,1.36465519844,0.746266980673,1.37607960301,2.39864216972,1.37421478789,1.02353560919,1.12990666032,0.847319149304,1.56540338119,1.60194048246,1.0832872873,1.96424803833,1.55736117973,,,2.40656959084,1.91635559292,1.17199731604,,1.39817614669,1.07875270432,1.24202135723,0.862068581878,1.06144942796,,,1.47049069075,1.21713870733,1.05486862442,1.28920307789,0.654129507405,1.53668309026,1.7122449401,1.28976915699,0.821383241376,,,1.0888252149,1.32682672895,1.1468106882,1.01021702838,0.832106474144,,0.853788109472,1.66211311959,,1.00506401138,1.32464940514,,0.703673639941,1.41588855327,1.16523534237,1.24549442874,2.05884700644,,,1.35396944653,1.06581696411,,1.08804771591,0.679387469686,1.21147291514,1.16980717519,1.21510789355,0.955089009186,1.08131655373,1.40381549283,,1.46569142823,1.563962736,,,0.992101105845,,1.16961918518,1.00007957507,,,1.25385304809,0.803439350565,0.79699803561,,,1.08911866076,2.27991890122,1.00443740095,1.35619146479,,,0.998373982845,1.87123854358,1.13619487398,1.7449209648,0.868470949041,1.53178506375,1.78141650468,,0.974712940266,1.09572598051,0.940250937341,,1.58874460191,,,,1.81773751037,,1.05962732919,,1.42937057377,,1.93384743446,1.03978829994,,1.63549588509,1.20860233828,1.49018187956,1.211662763,,0.998379254457,1.33664144832,,,1.04964539007,,,1.26334519573,1.22460436615,,0.999674682673,,1.74251744341,,,1.17856782206,1.27051669298,1.49018238184,1.19924889655,0.674476933073,1.09836852468,,1.60591133005,1.82263636597,,,,,1.03076049289,,1.12496927879,,,,1.36781703555,0.837182501886,1.25892375215,0.900742580884,1.25677824188,1.61489332853,1.64146395539,,,,,,0.931698536586,,1.18847352025,1.25477218225,1.60489546607,1.35179252031,1.0896744413,,1.20524211531,,,1.11680463077,0.901570256273,,1.1366873902,1.09271153309,1.04446647179,1.5625,,0.789424718018,1.21124780316,,1.28173799446,1.21643766986,0.865420960108,,1.11888460317,,,1.24143394279,0.640594027005,1.28364968556,,,1.50099793517,1.20936616195,,1.05087572977,0.988404064555,,,1.31086142322,0.910061603431,,1.1,1.2673858162,,,1.31438428699,,1.03949582073,,1.15534775889,3.21185210451,,3.73809432514,1.92223791804,,,1.06693764423,,,1.03414264036,,,
